Bin	Id	#	markers	marker	Contamination	ambiguous	#
3300020562-bin.45	k__Bacteria	48.43	0.00	617025	160	38.4	766
3300020562-bin.5	p__Bacteroidetes	90.89	1.72	2248693	242	33.7	2127
3300020562-bin.6	o__Actinomycetales	72.25	3.33	1085496	137	38.6	1173
3300020562-bin.7	o__Burkholderiales	46.50	1.49	1574482	389	59.7	1845
3300020562-bin.8	k__Bacteria	27.32	1.36	712897	186	58.0	866
3300020562-bin.9	k__Bacteria	31.78	0.00	381490	96	62.3	470
3300020563-bin.1	p__Bacteroidetes	55.12	1.70	1653270	371	35.1	1802
3300020563-bin.10	k__Bacteria	69.94	0.93	930529	167	63.4	1026
3300020563-bin.11	k__Bacteria	15.52	0.00	336997	85	45.2	412
3300020563-bin.12	o__Actinomycetales	69.55	1.32	1019402	136	44.8	1120
3300020563-bin.13	root	4.17	0.00	217450	38	29.9	303
3300020563-bin.14	k__Bacteria	32.59	0.00	305102	69	29.5	337
3300020563-bin.15	o__Actinomycetales	72.92	0.60	1008481	122	45.1	1113
3300020563-bin.16	k__Bacteria	68.97	1.72	1425128	213	51.8	1621
3300020563-bin.17	p__Bacteroidetes	32.81	0.25	596601	154	35.1	657
3300020563-bin.18	o__Actinomycetales	74.79	2.37	1139562	173	46.2	1234
3300020563-bin.19	o__Actinomycetales	45.38	0.00	560868	126	39.6	644
3300020563-bin.2	k__Bacteria	17.24	0.00	504185	125	47.7	588
3300020563-bin.20	p__Bacteroidetes	95.07	2.22	2115286	117	36.5	1920
3300020563-bin.21	o__Actinomycetales	81.52	1.64	1015991	133	50.2	1112
3300020563-bin.22	root	0.00	0.00	385153	27	59.5	392
3300020563-bin.23	k__Archaea	5.07	0.43	470057	78	29.7	521
3300020563-bin.24	k__Bacteria	83.85	3.50	1997243	375	52.8	2217
3300020563-bin.25	k__Bacteria	11.13	0.00	317951	93	35.0	338
3300020563-bin.26	k__Bacteria	51.41	0.00	642442	130	62.5	750
3300020563-bin.27	k__Bacteria	21.70	0.00	442695	114	51.9	550
3300020563-bin.28	k__Bacteria	86.75	2.66	1827722	238	51.5	1975
3300020563-bin.29	k__Bacteria	18.97	0.00	309310	72	39.7	359
3300020563-bin.3	o__Actinomycetales	59.70	0.49	889974	141	42.2	995
3300020563-bin.30	k__Bacteria	32.08	0.00	317835	73	29.2	383
3300020563-bin.31	root	0.00	0.00	229333	62	45.5	265
3300020563-bin.32	root	4.17	0.00	229251	54	38.3	251
3300020563-bin.33	k__Bacteria	46.54	0.00	864759	222	58.2	1035
3300020563-bin.34	o__Actinomycetales	57.88	0.79	855573	140	41.3	964
3300020563-bin.35	o__Burkholderiales	20.14	0.00	291453	85	45.6	381
3300020563-bin.36	root	0.00	0.00	1404133	286	40.1	1591
3300020563-bin.37	k__Bacteria	42.74	0.00	508724	137	51.5	642
3300020563-bin.38	k__Bacteria	17.19	0.04	244694	63	64.9	262
3300020563-bin.39	k__Archaea	5.00	0.72	340383	80	28.5	391
3300020563-bin.4	o__Actinomycetales	33.14	0.54	465477	105	43.8	565
3300020563-bin.40	o__Actinomycetales	61.57	1.18	828624	125	40.6	924
3300020563-bin.41	o__Actinomycetales	63.45	1.67	854917	161	44.2	983
3300020563-bin.42	k__Bacteria	32.78	0.00	732635	183	66.7	794
3300020563-bin.43	c__Betaproteobacteria	84.73	1.07	1002764	94	37.1	1127
3300020563-bin.44	k__Bacteria	62.46	2.14	1056176	206	54.1	1257
3300020563-bin.45	o__Actinomycetales	68.55	1.76	1025025	113	38.6	1113
3300020563-bin.46	k__Bacteria	38.31	1.88	842968	204	51.2	1040
3300020563-bin.5	o__Actinomycetales	56.41	1.23	768419	117	40.1	842
3300020563-bin.6	k__Bacteria	18.97	0.00	569009	143	52.1	652
3300020563-bin.7	o__Actinomycetales	75.79	1.42	1107066	164	45.9	1253
3300020563-bin.8	k__Bacteria	30.64	0.00	394789	110	38.6	459
3300020563-bin.9	o__Burkholderiales	17.42	0.10	391425	108	49.1	508
3300020564-bin.1	k__Bacteria	12.76	0.00	227108	68	50.5	292
3300020564-bin.10	k__Bacteria	67.08	0.80	3713623	745	55.3	3323
3300020564-bin.11	k__Bacteria	54.08	0.00	1398454	281	53.9	1409
3300020564-bin.12	k__Bacteria	66.67	1.99	1197695	207	51.9	1428
3300020564-bin.13	o__Actinomycetales	73.17	0.27	938594	112	39.9	1010
3300020564-bin.14	o__Actinomycetales	66.91	1.58	966489	128	42.4	1065
3300020564-bin.15	c__Betaproteobacteria	72.34	0.85	882824	101	36.9	993
3300020564-bin.16	k__Bacteria	20.85	0.00	418816	104	46.4	476
3300020564-bin.17	k__Bacteria	87.84	1.35	3527322	515	63.0	3566
3300020564-bin.18	k__Bacteria	30.34	0.00	446038	92	39.7	527
3300020564-bin.19	root	4.17	0.00	263944	48	30.4	380
3300020564-bin.2	k__Bacteria	26.49	1.28	685880	183	66.8	732
3300020564-bin.20	p__Cyanobacteria	56.65	0.87	2469365	573	39.2	2691
3300020564-bin.21	k__Bacteria	19.12	0.00	392502	116	32.6	444
3300020564-bin.22	p__Bacteroidetes	42.00	0.99	790769	188	36.1	863
3300020564-bin.23	o__Actinomycetales	76.46	0.96	977687	80	40.8	1032
3300020564-bin.24	k__Bacteria	25.86	1.72	449957	116	47.6	536
3300020564-bin.25	k__Bacteria	57.11	0.08	720765	139	62.6	820
3300020564-bin.26	root	0.00	0.00	419216	48	62.8	458
3300020564-bin.27	k__Bacteria	50.86	0.00	879411	136	46.0	957
3300020564-bin.28	k__Bacteria	56.91	2.41	539169	136	29.6	676
3300020564-bin.29	k__Bacteria	85.04	4.27	1457711	221	54.3	1654
3300020564-bin.3	k__Bacteria	25.47	0.00	640019	165	53.1	779
3300020564-bin.4	p__Cyanobacteria	90.37	0.00	3527720	411	37.3	3338
3300020564-bin.5	p__Cyanobacteria	8.53	0.00	380892	111	44.0	354
3300020564-bin.6	k__Bacteria	89.41	4.12	4099214	664	67.8	3570
3300020564-bin.7	o__Burkholderiales	18.07	0.41	322430	89	46.3	390
3300020564-bin.8	k__Bacteria	12.23	0.00	424277	97	45.7	458
3300020564-bin.9	o__Actinomycetales	76.09	2.19	1108923	126	38.7	1211
3300020565-bin.1	k__Bacteria	34.25	0.00	372748	97	40.2	450
3300020565-bin.10	k__Archaea	3.04	0.50	562283	8	36.2	466
3300020565-bin.11	k__Bacteria	35.75	1.03	869352	214	51.2	1064
3300020565-bin.12	k__Bacteria	25.27	0.00	615778	158	51.6	752
3300020565-bin.13	k__Bacteria	33.39	0.00	514144	129	44.9	607
3300020565-bin.14	p__Bacteroidetes	34.54	0.97	732561	186	34.9	797
3300020565-bin.15	k__Archaea	3.44	1.11	496523	96	45.7	588
3300020565-bin.16	k__Archaea	1.29	0.00	329753	23	51.7	328
3300020565-bin.17	k__Bacteria	24.40	0.00	516318	145	51.7	607
3300020565-bin.18	root	0.00	0.00	466062	13	28.0	450
3300020565-bin.19	k__Archaea	4.91	0.50	590832	18	21.6	580
3300020565-bin.2	k__Bacteria	28.43	0.00	338009	88	62.5	404
3300020565-bin.20	root	4.17	0.00	221915	57	45.8	257
3300020565-bin.21	k__Archaea	4.91	0.50	525100	5	25.8	445
3300020565-bin.22	k__Bacteria	21.16	0.00	585569	177	36.2	673
3300020565-bin.23	k__Bacteria	8.79	0.00	366317	101	30.1	416
3300020565-bin.24	o__Actinomycetales	57.50	2.89	971088	204	45.9	1084
3300020565-bin.25	k__Bacteria	50.86	0.00	729258	142	46.0	823
3300020565-bin.26	k__Archaea	3.98	0.36	476791	68	22.7	492
3300020565-bin.27	root	12.50	0.00	269364	65	41.2	321
3300020565-bin.28	k__Bacteria	24.66	0.00	224974	55	29.2	284
3300020565-bin.29	o__Actinomycetales	33.90	0.79	445956	104	39.9	528
3300020565-bin.3	k__Archaea	2.37	0.43	399164	62	37.9	426
3300020565-bin.30	c__Betaproteobacteria	45.01	0.88	569247	122	36.9	707
3300020565-bin.31	k__Bacteria	12.07	0.00	288633	83	47.8	331
3300020565-bin.32	root	0.00	0.00	261452	63	27.4	298
3300020565-bin.33	k__Bacteria	26.84	0.00	352361	92	54.6	419
3300020565-bin.34	k__Bacteria	23.09	0.00	393451	103	49.1	481
3300020565-bin.35	k__Bacteria	15.79	0.00	375366	98	45.6	457
3300020565-bin.36	k__Bacteria	44.83	0.00	849161	169	45.4	977
3300020565-bin.37	k__Bacteria	57.25	1.28	637196	109	29.7	763
3300020565-bin.38	root	0.00	0.00	390619	104	45.9	468
3300020565-bin.39	k__Bacteria	50.43	0.86	627381	144	44.6	745
3300020565-bin.4	k__Bacteria	31.83	0.00	741077	184	39.0	858
3300020565-bin.40	k__Bacteria	48.68	1.72	670162	140	41.4	802
3300020565-bin.41	k__Bacteria	37.93	1.72	657232	180	31.4	725
3300020565-bin.42	k__Bacteria	19.91	0.00	294952	90	51.6	368
3300020565-bin.43	k__Bacteria	20.14	0.00	210917	64	39.6	256
3300020565-bin.5	root	0.00	0.00	244610	70	43.9	304
3300020565-bin.6	k__Bacteria	36.67	0.00	443071	117	63.0	532
3300020565-bin.7	k__Archaea	4.45	0.50	505039	64	34.7	488
3300020565-bin.8	k__Archaea	4.45	0.50	487194	60	24.0	459
3300020565-bin.9	f__Flavobacteriaceae	50.17	0.67	1132768	256	32.5	1214
3300020566-bin.1	k__Bacteria	15.52	0.00	508156	95	35.8	563
3300020566-bin.10	k__Bacteria	75.98	0.00	3811262	697	52.2	3400
3300020566-bin.11	k__Bacteria	88.03	2.66	1484513	208	54.2	1684
3300020566-bin.12	o__Actinomycetales	72.47	1.58	1092389	142	46.0	1167
3300020566-bin.13	k__Bacteria	0.86	0.00	293508	91	52.4	286
3300020566-bin.14	o__Burkholderiales	26.71	0.70	653027	182	51.9	781
3300020566-bin.15	p__Cyanobacteria	52.11	0.45	2142192	448	37.4	2243
3300020566-bin.16	f__Flavobacteriaceae	76.98	0.82	1947691	332	34.0	2063
3300020566-bin.17	k__Bacteria	53.45	1.72	640751	109	44.1	699
3300020566-bin.18	p__Cyanobacteria	21.94	0.27	472388	132	66.3	624
3300020566-bin.19	p__Cyanobacteria	93.27	0.11	3858354	451	39.9	3582
3300020566-bin.2	k__Bacteria	84.19	1.79	1398075	212	51.9	1620
3300020566-bin.20	o__Actinomycetales	20.20	0.00	286977	77	38.4	373
3300020566-bin.21	p__Cyanobacteria	58.87	0.29	2611960	653	42.5	2732
3300020566-bin.22	k__Bacteria	58.12	0.85	1251699	222	49.9	1423
3300020566-bin.23	root	0.00	0.00	228258	43	37.5	266
3300020566-bin.24	p__Cyanobacteria	62.55	1.22	1652104	355	64.5	2112
3300020566-bin.25	k__Archaea	5.24	0.50	477200	46	42.2	526
3300020566-bin.26	o__Actinomycetales	46.67	2.63	698227	144	44.0	797
3300020566-bin.3	p__Bacteroidetes	76.07	0.99	1470926	230	48.2	1541
3300020566-bin.4	p__Bacteroidetes	51.11	0.02	935420	216	36.2	1024
3300020566-bin.5	k__Archaea	1.58	0.07	498675	116	35.1	564
3300020566-bin.6	o__Actinomycetales	81.93	1.32	1231161	75	48.9	1284
3300020566-bin.7	o__Actinomycetales	73.18	1.05	1075374	89	42.4	1142
3300020566-bin.8	o__Actinomycetales	74.79	1.58	1016032	85	40.8	1092
3300020566-bin.9	c__Betaproteobacteria	38.33	0.03	433079	99	36.7	549
3300020568-bin.1	k__Bacteria	14.58	0.00	421677	123	43.0	498
3300020568-bin.10	o__Actinomycetales	64.37	1.27	913361	152	42.3	1027
3300020568-bin.11	o__Actinomycetales	80.64	2.30	1182247	97	38.8	1268
3300020568-bin.12	root	8.33	0.00	432430	105	45.8	489
3300020568-bin.13	k__Archaea	3.98	0.50	476764	31	26.2	522
3300020568-bin.14	c__Betaproteobacteria	93.59	0.05	1134331	108	37.2	1251
3300020568-bin.15	k__Bacteria	57.00	0.71	638795	124	29.6	743
3300020568-bin.16	o__Actinomycetales	77.21	0.26	1026722	60	40.7	1076
3300020568-bin.17	k__Bacteria	58.62	1.72	1001382	139	46.2	1075
3300020568-bin.18	p__Bacteroidetes	49.94	0.99	1011342	247	41.2	1131
3300020568-bin.19	k__Bacteria	71.90	0.00	1138638	201	54.7	1215
3300020568-bin.2	k__Bacteria	63.70	0.00	598413	120	29.4	718
3300020568-bin.20	k__Archaea	4.91	0.50	505386	28	27.9	522
3300020568-bin.21	root	4.17	0.00	323489	84	40.9	394
3300020568-bin.22	o__Actinomycetales	72.34	0.33	1035682	160	44.1	1168
3300020568-bin.23	k__Bacteria	10.34	0.00	247480	64	46.1	295
3300020568-bin.24	k__Bacteria	87.18	2.14	1797771	295	67.1	1946
3300020568-bin.25	p__Bacteroidetes	95.07	0.99	1889639	82	48.3	1742
3300020568-bin.26	p__Cyanobacteria	98.91	1.09	2906799	137	63.5	3137
3300020568-bin.27	k__Bacteria	29.58	0.05	492332	138	45.1	546
3300020568-bin.3	o__Burkholderiales	57.59	0.62	1003942	233	46.2	1203
3300020568-bin.4	k__Bacteria	80.09	3.89	994173	145	62.6	1090
3300020568-bin.5	p__Bacteroidetes	59.62	1.97	1448297	284	37.8	1487
3300020568-bin.6	k__Bacteria	65.52	2.07	1295069	255	36.0	1332
3300020568-bin.7	p__Bacteroidetes	7.03	0.03	266271	51	36.5	284
3300020568-bin.8	k__Bacteria	56.87	2.17	821635	182	54.0	1012
3300020568-bin.9	k__Archaea	2.97	0.07	376754	56	30.3	533
3300020569-bin.1	o__Burkholderiales	25.16	0.05	878069	246	58.9	1035
3300020569-bin.10	c__Betaproteobacteria	77.74	2.51	2480291	453	63.0	2777
3300020569-bin.11	k__Bacteria	57.05	1.72	1004984	151	45.9	1073
3300020569-bin.12	k__Bacteria	15.83	0.00	381240	100	59.2	459
3300020569-bin.13	k__Bacteria	44.12	3.45	730908	171	46.3	798
3300020569-bin.14	o__Actinomycetales	79.96	2.97	1174524	115	38.8	1268
3300020569-bin.15	k__Bacteria	54.13	1.81	591499	122	29.4	712
3300020569-bin.16	c__Betaproteobacteria	79.19	0.43	955848	111	37.0	1097
3300020569-bin.17	k__Bacteria	38.90	0.00	544146	127	62.3	639
3300020569-bin.18	p__Cyanobacteria	92.12	1.77	2412466	295	68.7	2788
3300020569-bin.19	o__Burkholderiales	49.84	0.41	852323	204	45.7	1030
3300020569-bin.2	k__Bacteria	36.90	0.00	2063715	485	42.0	2161
3300020569-bin.20	o__Actinomycetales	61.56	0.53	938697	134	42.3	1035
3300020569-bin.21	k__Bacteria	15.52	0.00	359315	75	45.7	391
3300020569-bin.22	k__Bacteria	9.72	0.00	376412	98	51.8	456
3300020569-bin.23	p__Bacteroidetes	35.37	0.00	962836	262	36.9	1057
3300020569-bin.3	o__Actinomycetales	73.26	2.63	975318	101	39.9	1047
3300020569-bin.4	k__Bacteria	57.84	2.48	554532	119	29.4	636
3300020569-bin.5	o__Actinomycetales	75.79	0.79	1035033	76	40.7	1091
3300020569-bin.6	root	0.00	0.00	672361	108	61.7	789
3300020569-bin.7	p__Cyanobacteria	61.19	1.45	1590893	291	67.3	1930
3300020569-bin.8	k__Bacteria	78.06	2.60	1917646	353	43.5	2020
3300020569-bin.9	p__Cyanobacteria	52.65	1.09	3000019	663	41.2	3311
3300020570-bin.1	root	0.00	0.00	278751	34	34.1	385
3300020570-bin.10	root	0.00	0.00	305155	23	41.9	455
3300020570-bin.11	p__Bacteroidetes	32.74	0.16	607925	149	48.1	679
3300020570-bin.12	o__Actinomycetales	78.11	0.88	1185735	112	47.9	1257
3300020570-bin.13	o__Actinomycetales	77.79	1.26	1027937	53	40.8	1085
3300020570-bin.14	p__Cyanobacteria	57.01	0.00	2032813	520	42.8	2170
3300020570-bin.15	o__Actinomycetales	84.09	0.18	1246202	86	48.9	1284
3300020570-bin.2	root	0.00	0.00	237354	35	34.4	330
3300020570-bin.3	k__Bacteria	23.28	0.00	250256	67	43.8	279
3300020570-bin.4	k__Bacteria	89.62	1.37	1660798	206	52.9	1555
3300020570-bin.5	c__Betaproteobacteria	65.55	1.09	776758	127	36.8	942
3300020570-bin.6	o__Actinomycetales	70.35	0.53	1061084	102	42.3	1146
3300020570-bin.7	o__Actinomycetales	71.42	1.24	1049966	170	44.1	1174
3300020570-bin.8	k__Bacteria	47.19	0.60	512746	114	29.9	619
3300020570-bin.9	k__Bacteria	55.41	1.31	562712	112	29.4	701
3300020571-bin.1	root	0.00	0.00	259076	46	40.6	399
3300020571-bin.10	k__Bacteria	59.80	1.72	1023810	142	46.1	1119
3300020571-bin.11	p__Cyanobacteria	99.18	0.54	2990612	123	63.3	3196
3300020571-bin.12	k__Bacteria	14.22	0.00	214597	53	39.2	265
3300020571-bin.13	o__Cytophagales	12.25	0.00	334551	100	44.4	392
3300020571-bin.14	c__Betaproteobacteria	86.99	1.74	1078383	82	37.1	1190
3300020571-bin.15	k__Bacteria	67.59	2.31	926074	158	62.5	1035
3300020571-bin.16	p__Bacteroidetes	33.45	0.24	901972	219	37.6	964
3300020571-bin.17	k__Bacteria	62.22	0.85	1248301	213	59.6	1402
3300020571-bin.18	root	0.00	0.00	294691	22	32.2	384
3300020571-bin.19	k__Bacteria	46.91	0.11	550197	120	29.2	667
3300020571-bin.2	k__Archaea	3.98	0.50	529390	19	30.9	478
3300020571-bin.20	k__Bacteria	54.92	0.22	530158	116	29.2	624
3300020571-bin.21	p__Bacteroidetes	22.12	0.00	852569	221	41.1	902
3300020571-bin.22	o__Actinomycetales	37.43	0.00	388229	103	50.2	494
3300020571-bin.23	o__Actinomycetales	74.79	2.70	1104070	112	38.7	1199
3300020571-bin.24	k__Bacteria	1.92	0.00	317999	41	38.7	451
3300020571-bin.25	k__Bacteria	18.68	0.00	291895	78	39.7	354
3300020571-bin.3	o__Actinomycetales	70.95	0.23	1061776	114	42.4	1157
3300020571-bin.4	k__Bacteria	27.59	0.00	622697	139	46.2	720
3300020571-bin.5	k__Bacteria	39.46	0.00	535855	132	53.6	652
3300020571-bin.6	k__Bacteria	26.90	0.00	353365	90	38.0	445
3300020571-bin.7	k__Archaea	3.04	0.07	386373	76	30.6	410
3300020571-bin.8	k__Bacteria	95.95	3.72	2483465	205	65.3	2170
3300020571-bin.9	p__Cyanobacteria	11.94	0.00	421818	122	66.1	557
3300020572-bin.1	k__Bacteria	72.84	3.45	900131	139	42.3	1002
3300020572-bin.10	k__Bacteria	55.28	1.72	1087263	263	34.1	1199
3300020572-bin.11	k__Bacteria	33.66	0.93	465565	101	63.2	570
3300020572-bin.12	root	0.00	0.00	300981	21	30.7	398
3300020572-bin.13	root	0.00	0.00	323129	16	40.5	366
3300020572-bin.14	k__Bacteria	33.70	0.00	419535	100	29.0	506
3300020572-bin.15	k__Archaea	3.44	0.36	207162	5	56.0	263
3300020572-bin.16	o__Cytophagales	32.59	0.00	685954	182	40.6	805
3300020572-bin.17	p__Cyanobacteria	96.49	0.22	4070686	244	37.1	3792
3300020572-bin.18	o__Actinomycetales	60.06	1.05	832289	124	40.1	923
3300020572-bin.19	k__Bacteria	74.28	3.04	1854709	310	67.8	1775
3300020572-bin.2	k__Bacteria	1.92	0.00	303732	33	36.1	379
3300020572-bin.20	root	0.00	0.00	342296	7	43.1	433
3300020572-bin.21	root	0.00	0.00	292846	20	28.7	466
3300020572-bin.22	k__Bacteria	24.29	0.00	316994	83	38.2	389
3300020572-bin.23	o__Actinomycetales	55.84	1.94	794852	165	38.6	943
3300020572-bin.24	k__Bacteria	36.52	0.00	521607	120	41.3	613
3300020572-bin.25	o__Actinomycetales	37.95	0.10	532063	138	56.0	633
3300020572-bin.26	root	0.00	0.00	224770	29	30.1	294
3300020572-bin.27	k__Archaea	3.51	0.43	204620	6	39.0	286
3300020572-bin.28	k__Bacteria	20.99	0.00	545972	144	52.8	647
3300020572-bin.29	p__Bacteroidetes	55.20	0.49	1198055	286	40.3	1303
3300020572-bin.3	k__Bacteria	34.97	1.39	644395	175	66.1	685
3300020572-bin.30	o__Burkholderiales	16.13	0.00	224197	67	46.2	289
3300020572-bin.31	o__Actinomycetales	81.52	2.70	1014138	146	50.2	1110
3300020572-bin.32	o__Actinomycetales	90.61	1.70	1326201	74	46.3	1331
3300020572-bin.33	k__Bacteria	0.00	0.00	334927	7	45.6	426
3300020572-bin.34	c__Betaproteobacteria	89.48	1.50	1062817	93	37.1	1184
3300020572-bin.35	o__Actinomycetales	67.56	1.95	866010	167	49.3	1005
3300020572-bin.36	k__Bacteria	50.00	0.00	600855	128	39.8	698
3300020572-bin.37	p__Bacteroidetes	96.80	2.22	2938332	222	44.2	2627
3300020572-bin.4	k__Bacteria	42.78	0.00	385375	96	29.4	438
3300020572-bin.5	k__Archaea	3.51	0.43	242676	13	47.0	299
3300020572-bin.6	k__Bacteria	17.24	0.00	231254	65	40.1	292
3300020572-bin.7	k__Bacteria	89.74	0.52	1831760	206	51.6	1957
3300020572-bin.8	p__Bacteroidetes	25.75	0.49	705764	184	37.6	781
3300020572-bin.9	k__Bacteria	74.35	1.85	968248	170	62.6	1085
3300020573-bin.1	p__Cyanobacteria	62.96	0.52	3006589	623	38.0	2989
3300020573-bin.10	k__Bacteria	3.79	0.00	298412	81	35.7	348
3300020573-bin.11	k__Bacteria	78.88	0.00	1457006	71	46.3	1461
3300020573-bin.12	root	0.00	0.00	850089	131	36.3	795
3300020573-bin.13	k__Bacteria	74.57	0.00	924846	130	41.4	1034
3300020573-bin.14	k__Bacteria	39.66	0.00	583350	119	51.4	645
3300020573-bin.15	root	0.00	0.00	265604	23	34.1	355
3300020573-bin.16	o__Actinomycetales	75.61	0.26	1002927	82	40.8	1063
3300020573-bin.17	root	0.00	0.00	312619	17	32.2	393
3300020573-bin.18	p__Cyanobacteria	79.01	0.51	3479868	689	42.7	3586
3300020573-bin.19	k__Bacteria	43.10	0.00	804125	131	46.2	878
3300020573-bin.2	k__Archaea	17.67	7.01	2056085	527	34.2	2993
3300020573-bin.20	k__Bacteria	15.44	0.00	379806	101	39.3	438
3300020573-bin.21	k__Bacteria	34.91	0.00	418816	105	53.7	514
3300020573-bin.22	k__Bacteria	57.40	0.00	570912	107	29.3	665
3300020573-bin.23	k__Bacteria	21.20	0.09	663915	171	52.5	801
3300020573-bin.24	c__Betaproteobacteria	88.78	1.85	1083443	74	37.1	1190
3300020573-bin.25	k__Bacteria	20.12	0.00	291224	73	61.9	349
3300020573-bin.26	k__Bacteria	10.34	0.00	211926	60	51.4	279
3300020573-bin.27	k__Bacteria	71.99	5.20	1565969	287	51.7	1689
3300020573-bin.28	k__Bacteria	55.39	0.00	541124	108	29.3	633
3300020573-bin.29	o__Actinomycetales	57.09	1.45	876293	127	42.2	965
3300020573-bin.3	o__Actinomycetales	57.57	1.32	831379	148	44.0	967
3300020573-bin.30	root	0.00	0.00	306254	38	38.3	398
3300020573-bin.31	root	0.00	0.00	328888	15	32.0	436
3300020573-bin.32	k__Bacteria	78.63	2.56	1221428	200	51.9	1427
3300020573-bin.33	o__Actinomycetales	79.26	1.86	1144872	106	38.7	1245
3300020573-bin.34	o__Actinomycetales	56.43	2.19	935297	158	46.2	1045
3300020573-bin.4	o__Actinomycetales	58.32	3.11	827871	149	40.1	949
3300020573-bin.5	o__Cytophagales	30.59	0.40	1466976	382	41.5	1691
3300020573-bin.6	p__Bacteroidetes	22.27	1.35	743145	187	37.7	786
3300020573-bin.7	k__Bacteria	43.10	0.00	591789	89	40.2	646
3300020573-bin.8	k__Bacteria	46.55	0.00	568176	114	41.4	647
3300020573-bin.9	o__Actinomycetales	80.47	1.23	1207711	134	45.9	1300
3300020574-bin.1	k__Bacteria	22.81	0.00	270118	76	50.2	337
3300020574-bin.10	k__Bacteria	30.37	0.11	228242	52	29.1	291
3300020574-bin.11	p__Cyanobacteria	35.64	0.27	791929	204	61.7	968
3300020574-bin.12	root	0.00	0.00	743640	170	39.3	911
3300020574-bin.13	k__Archaea	1.75	0.43	222108	51	32.1	264
3300020574-bin.14	o__Actinomycetales	69.70	1.35	1033394	164	46.2	1141
3300020574-bin.15	k__Bacteria	8.62	0.00	505689	138	37.5	542
3300020574-bin.16	c__Betaproteobacteria	27.64	0.43	339246	86	37.1	422
3300020574-bin.17	k__Bacteria	27.93	0.00	515370	114	45.9	576
3300020574-bin.18	k__Bacteria	21.64	0.00	441028	126	53.4	554
3300020574-bin.19	o__Actinomycetales	58.01	0.88	938057	173	46.4	1075
3300020574-bin.2	p__Cyanobacteria	26.17	0.54	446533	132	66.9	560
3300020574-bin.20	k__Bacteria	26.32	0.00	575736	154	51.7	694
3300020574-bin.21	k__Bacteria	20.69	0.00	209784	61	43.9	262
3300020574-bin.22	k__Bacteria	73.36	0.73	1713393	347	57.9	1759
3300020574-bin.23	k__Bacteria	10.34	0.00	353244	100	37.2	378
3300020574-bin.24	k__Bacteria	18.10	0.00	581074	182	36.9	646
3300020574-bin.25	k__Bacteria	32.76	0.00	344809	86	39.7	417
3300020574-bin.26	k__Bacteria	33.54	0.00	757283	200	66.8	887
3300020574-bin.3	k__Bacteria	37.15	0.00	544829	151	53.9	662
3300020574-bin.4	o__Burkholderiales	28.18	0.00	423009	122	46.0	518
3300020574-bin.5	o__Actinomycetales	29.92	0.53	299170	76	40.0	357
3300020574-bin.6	k__Bacteria	19.30	0.00	316588	85	38.5	387
3300020574-bin.7	k__Bacteria	19.59	1.28	374932	105	51.3	447
3300020574-bin.8	k__Bacteria	55.81	3.30	525611	107	29.6	664
3300020574-bin.9	o__Actinomycetales	36.65	0.00	427970	102	40.3	507
3300020575-bin.1	k__Bacteria	38.97	0.00	432249	111	38.3	534
3300020575-bin.10	k__Bacteria	37.36	0.00	338027	81	29.4	396
3300020575-bin.11	k__Archaea	3.22	0.43	233558	27	46.8	296
3300020575-bin.12	k__Archaea	1.51	0.00	1868750	502	38.5	2568
3300020575-bin.13	o__Actinomycetales	62.68	2.11	952175	137	42.3	1042
3300020575-bin.14	o__Actinomycetales	61.28	1.89	871460	151	38.7	998
3300020575-bin.15	root	0.00	0.00	292238	22	28.7	463
3300020575-bin.16	k__Bacteria	25.73	0.00	373021	88	29.3	446
3300020575-bin.17	k__Bacteria	75.00	0.00	979260	126	41.4	1058
3300020575-bin.18	o__Burkholderiales	30.79	0.07	416273	106	45.8	522
3300020575-bin.19	o__Actinomycetales	80.10	1.55	1139769	178	45.9	1281
3300020575-bin.2	p__Cyanobacteria	64.70	0.74	2592294	582	42.4	2706
3300020575-bin.20	o__Burkholderiales	16.13	0.00	229632	65	52.4	288
3300020575-bin.21	root	0.00	0.00	218851	26	30.3	280
3300020575-bin.22	k__Archaea	2.59	0.00	305235	25	31.4	317
3300020575-bin.23	k__Bacteria	8.62	0.00	251596	70	52.1	306
3300020575-bin.24	k__Bacteria	28.69	0.00	515737	136	51.2	629
3300020575-bin.25	k__Bacteria	89.74	2.99	1872784	226	51.5	2013
3300020575-bin.26	root	0.00	0.00	262086	78	45.5	325
3300020575-bin.27	o__Actinomycetales	64.26	0.00	770370	124	39.7	854
3300020575-bin.28	o__Actinomycetales	55.64	1.17	580709	131	50.1	714
3300020575-bin.29	k__Bacteria	64.26	0.00	790992	111	40.4	881
3300020575-bin.3	p__Cyanobacteria	43.99	0.45	1487761	392	37.9	1703
3300020575-bin.30	root	0.00	0.00	311013	19	30.8	411
3300020575-bin.31	k__Archaea	2.50	0.58	421847	74	27.9	440
3300020575-bin.32	c__Betaproteobacteria	89.27	1.50	1083129	96	37.1	1208
3300020575-bin.4	k__Bacteria	50.86	0.00	545111	129	40.9	646
3300020575-bin.5	k__Archaea	3.98	0.43	322169	57	24.4	368
3300020575-bin.6	k__Bacteria	50.49	2.33	1134172	294	52.8	1337
3300020575-bin.7	k__Archaea	2.04	0.50	306093	68	27.7	344
3300020575-bin.8	o__Actinomycetales	67.33	0.88	933399	130	40.1	1043
